Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"Correctly demonstrates
movement along a
straight line and
turning to the right or
left with ease","Correctly demonstrates
movement along a
straight line and
turning to the right or
left.","Inaccurately:
demonstrates movement
along a straight line,
and turning to the right
or left.","Major inaccuracies in:
demonstrating movement
along a straight line and
turning to the right or
left."
