Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"? Correctly multiplies
single digit numbers by
numbers 1-10 and
beyond.","Correctly multiplies
single digit numbers by
numbers 1-10.
","Inconsistently multiplies
single digit numbers by
numbers 1-10.","Major inaccuracies in
multiplying single digit
numbers by numbers 1-
10."
