Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"? Correctly: measures
capacity in litres, adds
and subtracts capacity in
litres in real life
experiences and
estimates capacity up to
5 litres and beyond.","Correctly: measures
capacity in litres, adds
and subtracts capacity in
litres in real life
experiences and
estimates capacity up to
5 litres","Inconsistently: measures
capacity in litres, adds
and subtracts capacity in
litres in real life
experiences and
estimates capacity up to
5 litres","Major inaccuracies in:
measuring capacity in
litres, adding and
subtracting capacity in
litres in real life
experiences and
estimating capacity up to
5 litres"
