Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"Correctly makes patterns
involving rectangles,
circles, triangles, ovals
and squares with ease."," Correctly makes patterns
involving rectangles,
circles, triangles, ovals
and squares.","? Inaccurately makes
patterns involving
rectangles, circles,
triangles, ovals and
squares.","? Major inaccuracies in
making patterns involving
rectangles, circles,
triangles, ovals and
squares"
