Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"Correctly: measures
length in metres, adds
length in metres, subtracts
length in metres and
estimates length up to 20
metres and beyond","Correctly measures length
in metres, adds length in
metres, subtracts length in
metres and estimates
length up to 20 metres.","Inconsistently: measures
length in metres, adds
length in metres, subtracts
length in metres and
estimates length up to 20
metres.
","Major inaccuracies in:
measuring length in
metres, adding length in
metres, subtracting length
in metres and estimating
length up to 20 metres."
