Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"Correctly: counts numbers from 1
-1000, reads and writes numbers
1-100 in words, reads and writes
number symbols from 1 - 1000,
identifies place value up to
thousands, works out missing
numbers in patterns up to 1000
with ease.","Correctly: counts numbers from 1
- 1000, reads and writes
numbers 1-100 in words, reads
and writes number symbols from
1 - 1000, identifies place value
up to thousands, works out
missing numbers in patterns up
to 1000.","Inconsistently: counts numbers
from 1 -1000, reads and writes
numbers 1-100 in words, reads
and writes number symbols from
1 -1000, identifies place value up
to thousands, works out missing
numbers in patterns up to 1000.","Major inaccuracies in: counting
numbers from 1 - 1000,
reading and writing numbers 1-
100 in words, reading and
writing number symbols from
1- 1000, identifying place
value up to thousands, working
out missing numbers in patterns up to 1000
"
