Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"Correctly: measures mass
in kilograms adds and
subtracts mass in
kilograms and estimates
mass up to 5kg and
beyond.
","? Correctly: measures mass
in kilograms adds and
subtracts mass in
kilograms and estimates
mass up to 5kg.","Inconsistently: measures
mass in kilograms adds
and subtracts mass in
kilograms and estimates
mass up to 5kg.","Major inaccuracies in:
measuring mass in
kilograms, adding and
subtracting mass in
kilograms and estimating
mass up to 5kg"
