Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"Correctly uses ordinal numbers
in identifying positions from 1st20thand beyond with ease.","Correctly uses ordinal numbers
in identifying positions from 1st20th.","Inconsistently uses ordinal
numbers in identifying positions
from 1st-20th.","Major inaccuracies in using
ordinal numbers in
identifying positions from 1st - 20th"
