Strand,Sub-strand,"Specific Learning
Outcome",Suggested Learning Experiences,"Key Inquiry
Question(s)"
1.0 Numbers,"1.6
Multiplication
(10 lessons)","By the end of the sub-strand,
the learner should be able to:
? Multiply single digit
numbers by numbers 1-10 in
different contexts.","? Learners in pairs/groups to
multiply single digit
numbers by numbers1-10
using:
? -groups of objects
? -repeated addition
? -multiplication table.
? Learners to play digital
games involving
multiplication.","1) How can you work
out multiplication
using repeated
addition?
2) How can we get the
answer to a
multiplication question
using the
multiplication table?"
