Strand,Sub-strand,"Specific Learning
Outcome",Suggested Learning Experiences,"Key Inquiry
Question(s)"
"3.0
Geometry","3.1 Position
and Direction
(5 lessons)","By the end of the sub-strand, the
learner should be able to:
a) Move along a straight line from a point,
b) Turn to the right from a point,
c) Turn to the left from a point.","? Learners in pairs /groups to move
along a straight line from a given
point.
? Learners in pairs/groups to move
straight along the outside of their
classroom and then turn to the right
or left.
? Learners in pairs practice moving
along a straight line and turning left
or right.
? Learners to play digital games on
movement.","What do you do
when you get to
a road junction?"
