Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations
"Correctly represents
division as repeated
subtraction up to more
than 5 times and relates
division to
multiplication up to 9
x10 = 90.","Correctly represents
division as repeated
subtraction up to 5 times
and relates division to
multiplication up to
9x10= 90.","Inconsistently:
represents division as
repeated subtraction up
to 5 times, relates
division to
multiplication up to 9
x10 = 90.
","Major inaccuracies in:
representing division as
repeated subtraction up
to 5 times and in
relating division to
multiplication up to 9
x10 = 90."
